gvkey,call_year,call_quarter,transcriptid,n_tokens,net_tone,strong_modality,inverse_hedging
141384,2020,1,2019465,6653,2.2546219750488503,3.6073951600781604,-5.2607846084473175
141384,2020,2,2082981,5752,15.472878998609179,3.3031988873435325,-4.694019471488177
141384,2020,3,2165760,6678,11.979634621144054,3.1446540880503147,-3.5938903863432166
141384,2020,4,2242020,5613,14.252627828255836,2.137894174238375,-3.384999109210761
141384,2021,1,2261819,5906,17.43989163562479,1.3545546901456147,-2.8784287165594313
141384,2021,2,2387081,4139,20.294757187726503,2.657646774583233,-1.2080212611741967
141384,2021,3,2414914,5351,12.894786021304428,2.8032143524574846,-3.7376191366099794
141384,2021,4,2483276,4920,18.69918699186992,3.6585365853658534,-5.08130081300813
141384,2022,1,2545506,5642,8.330379298121233,2.835873803615739,-3.8993264799716414
141384,2022,2,2606093,5190,7.514450867052023,2.697495183044316,-4.238921001926783
141384,2022,3,2664333,5291,11.718011718011718,3.024003024003024,-5.859005859005859
031673,2018,1,1381662,3841,24.21244467586566,7.029419422025515,-8.070814891955221
031673,2018,2,1446407,4755,19.348054679284964,7.150368033648791,-2.9442691903259726
031673,2018,3,1533205,4083,18.61376438892971,6.367866764633848,-7.347538574577516
031673,2018,4,1628362,3914,25.038323965252943,8.686765457332653,-4.8543689320388355
031673,2019,1,1645738,2912,23.35164835164835,4.464285714285714,-8.241758241758241
031673,2019,2,1721319,3796,23.709167544783984,5.268703898840885,-4.478398314014752
031673,2019,3,1794153,4509,21.512530494566423,3.7702373031714354,-3.32667997338656
031673,2019,4,1861789,2643,28.755202421490733,7.567158531971245,-2.648505486189936
031673,2020,1,1901020,3450,16.81159420289855,5.217391304347826,-5.507246376811595
031673,2020,2,2007069,3832,6.002087682672235,9.394572025052193,-7.045929018789145
031673,2020,3,2093774,3424,13.434579439252337,5.841121495327103,-5.549065420560748
031673,2020,4,2130465,3499,22.00628751071735,6.573306659045442,-4.001143183766791
031673,2021,1,2191994,2885,30.155979202772965,4.506065857885615,-2.079722703639515
031673,2021,2,2270581,2952,37.60162601626016,4.742547425474255,-4.403794037940379
031673,2021,3,2362760,2974,35.97848016139879,5.379959650302623,-1.6812373907195697
031673,2021,4,2476028,2626,34.65346534653465,5.331302361005331,-3.4272658035034276
031673,2022,1,2492026,3368,23.159144893111637,5.04750593824228,-4.156769596199525
031673,2022,2,2552764,3003,35.63103563103563,2.9970029970029968,-2.331002331002331
031673,2022,3,2613747,3023,32.41812768772742,6.946741647370162,-0.9923916639100232
031673,2022,4,2673528,2559,38.29620945681907,4.6893317702227435,-3.516998827667057
001602,2018,1,1435450,1172,22.18430034129693,3.4129692832764507,-5.119453924914676
001602,2018,2,1510887,1851,13.50621285791464,4.862236628849271,-7.563479200432198
001602,2018,3,1592101,2190,10.50228310502283,6.392694063926941,-4.10958904109589
001602,2018,4,1645252,1537,14.964216005204944,9.108653220559532,-2.6024723487312946
001602,2019,1,1716633,1772,9.59367945823928,3.9503386004514676,-5.643340857787811
001602,2019,2,1812068,2918,13.365318711446196,9.252912954078136,-3.7697052775873887
001602,2019,3,1850406,1270,21.25984251968504,10.236220472440946,-5.511811023622047
001602,2019,4,1900109,1792,14.508928571428571,5.022321428571429,-2.232142857142857
001602,2020,1,2028554,2263,15.024304021210781,7.954043305346884,-7.070260715863897
001602,2020,4,2189077,1682,17.8359096313912,4.161712247324614,-7.134363852556481
001602,2021,1,2259951,1088,21.13970588235294,5.514705882352941,-8.272058823529411
001602,2021,2,2361587,1215,22.22222222222222,5.761316872427984,-6.584362139917696
001602,2021,3,2422184,1277,17.227877838684417,2.3492560689115116,-5.48159749412686
001602,2022,1,2545593,1056,16.098484848484848,6.628787878787879,-9.46969696969697
001602,2022,2,2620339,1500,22.666666666666664,7.333333333333333,-4.666666666666666
023809,2018,2,1404674,5325,13.333333333333332,9.014084507042252,-5.070422535211267
023809,2018,3,1474183,5169,18.57225769007545,8.318823757012963,-5.997291545753531
023809,2018,4,1559846,5245,16.015252621544327,9.151572926596758,-5.529075309818875
023809,2019,1,1639864,4932,14.598540145985403,6.285482562854826,-3.0413625304136254
023809,2019,2,1672468,4670,16.488222698072807,6.852248394004283,-4.710920770877944
023809,2019,3,1752335,4702,20.84219481071884,10.42109740535942,-3.4028073160357293
023809,2019,4,1828402,4286,21.698553429771348,9.79934671021932,-4.433037797480168
023809,2020,1,1886559,4747,19.38066147040236,6.319780914261639,-6.741099641879082
023809,2020,2,3025706,5117,12.702755520812977,7.230799296462772,-5.86281024037522
023809,2020,3,2027723,5074,-0.7883326763894364,6.700827749310209,-7.292077256602287
023809,2020,4,2136346,4971,3.8221685777509555,7.24200362100181,-8.24783745725206
023809,2021,1,2160281,4812,10.390689941812138,8.935993349958437,-6.02660016625104
023809,2021,2,2228225,5117,6.64451827242525,6.058237248387727,-11.334766464725426
023809,2021,3,2299092,3996,15.015015015015017,9.75975975975976,-9.00900900900901
023809,2021,4,2399695,4262,11.966213045518536,10.793054903801032,-9.85452839042703
023809,2022,1,2456366,5469,11.885170963613092,5.4854635216675804,-8.959590418723716
023809,2022,2,2512897,4529,15.89754912784279,7.948774563921395,-8.390373150805917
023809,2022,3,2577592,4717,8.267966928132287,8.69196523213907,-7.8439686241255036
023809,2022,4,2649327,4408,17.92196007259528,9.301270417422867,-7.713248638838476
013421,2018,1,1491446,3206,30.25577043044292,8.73362445414847,-0.6238303181534622
013421,2018,2,1505591,2895,33.506044905008636,9.671848013816925,-1.381692573402418
013421,2018,3,1576409,2910,23.367697594501717,8.934707903780069,-1.0309278350515463
013421,2018,4,1661209,3905,26.12035851472471,11.267605633802816,-1.2804097311139564
013421,2019,1,1702081,2884,24.965325936199722,6.2413314840499305,-1.0402219140083218
013421,2019,2,1775598,1879,24.48110697179351,17.562533262373602,-2.660989888238425
013421,2019,3,1836335,3482,27.857553130384836,8.32854681217691,-2.0103388856978746
013421,2019,4,1912545,3364,27.348394768133176,9.512485136741974,-1.1890606420927468
013421,2020,1,2012293,2377,27.76609171224232,15.565839293226755,-2.944888514934792
013421,2020,2,2075132,2918,26.387936943111722,7.882111034955449,-3.427004797806717
013421,2020,3,2150115,3440,27.616279069767444,14.825581395348838,-2.0348837209302326
013421,2020,4,2222252,2376,30.303030303030305,6.734006734006734,-1.2626262626262628
013421,2021,1,2258493,1405,32.028469750889684,14.946619217081851,-1.4234875444839858
013421,2021,2,2351094,1550,23.225806451612904,10.32258064516129,-1.935483870967742
013421,2022,1,2542761,2948,21.709633649932158,4.07055630936228,-3.7313432835820897
013421,2022,2,2603774,3427,30.05544207761891,6.419608987452582,-2.0426028596440036
013421,2022,3,2661744,4335,19.146482122260668,5.074971164936563,-4.382929642445213
003144,2018,1,1436509,5386,16.709988860007428,5.941329372447085,-3.156331229112514
003144,2018,2,1508423,5402,17.030729359496483,5.738615327656423,-4.442798963346908
003144,2018,3,1587491,5428,17.87030213706706,8.658806190125276,-3.316138540899042
003144,2018,4,1659217,4897,17.56177251378395,8.168266285480906,-6.534613028384725
003144,2019,1,1703080,4177,19.39190806799138,4.069906631553747,-4.069906631553747
003144,2019,2,1776851,5458,17.03920850128252,6.0461707585196045,-4.030780505679736
003144,2019,3,1837302,3995,15.018773466833542,7.008760951188987,-3.5043804755944934
003144,2019,4,1900110,4918,21.553477023180157,4.06669377795852,-4.473363155754372
003144,2020,1,2012995,6265,5.905826017557861,9.736632083000798,-7.501995211492418
003144,2020,2,2075241,6197,18.39599806357915,8.55252541552364,-7.26157818299177
003144,2020,3,2147892,5789,21.419934358265674,9.673518742442562,-3.109345310070824
003144,2020,4,2244096,3846,20.80083203328133,11.960478419136766,-4.940197607904317
003144,2021,1,2253190,5639,17.910977123603473,7.270792693740025,-5.852101436424897
003144,2021,2,2639131,5764,22.033310201249133,5.551700208188758,-4.510756419153366
003144,2021,3,3082900,5970,13.73534338358459,5.025125628140704,-4.3551088777219435
003144,2021,4,2490636,5562,18.338727076591155,7.371449119021935,-3.5958288385472854
003144,2022,1,2594423,5594,11.440829460135859,6.2567036110117975,-6.614229531641044
003144,2022,2,2604563,5549,11.713822310326185,5.22616687691476,-4.685528924130474
003144,2022,3,2662185,4882,20.893076607947563,6.759524784924212,-5.940188447357641
114524,2020,2,2078226,4438,22.98332582244254,8.337088778729157,-2.9292474087426768
114524,2020,3,2153711,4384,13.22992700729927,4.562043795620438,-2.7372262773722627
114524,2020,4,2190536,4720,20.550847457627118,6.567796610169491,-2.542372881355932
114524,2021,1,2262008,4886,21.08063855914859,4.502660663119116,-3.274662300450266
114524,2021,2,2374281,4657,23.405625939445997,3.006227184882972,-3.2209576980888985
114524,2021,3,2414918,5107,18.406109261797532,4.307812805952614,-1.958096729978461
114524,2021,4,2504352,4509,19.960079840319363,3.32667997338656,-3.104901308494123
114524,2022,1,2553621,4825,20.518134715025905,3.937823834196891,-3.316062176165803
114524,2022,2,2614786,4003,22.98276292780415,4.996252810392206,-3.247564326754934
114524,2022,3,2672834,4090,21.760391198044008,1.9559902200488997,-1.7114914425427872
004510,2018,1,1451301,4358,13.997246443322624,9.178522257916475,-4.8187241854061496
004510,2018,2,1533229,3950,5.063291139240507,8.60759493670886,-7.59493670886076
004510,2018,3,1611257,3387,9.743135518157661,13.876586950103336,-4.7239444936521995
004510,2018,4,1656004,3462,7.510109763142692,9.820912767186597,-5.488157134604275
004510,2019,1,1736792,3556,1.968503937007874,5.061867266591676,-8.155230596175478
004510,2019,2,1791531,3475,8.057553956834532,6.330935251798561,-3.4532374100719423
004510,2019,3,1849550,2613,11.481056257175661,7.271335629544585,-8.80214313050134
004510,2019,4,1904598,2661,7.891770011273957,4.509582863585118,-7.515971439308531
004510,2020,1,2004316,3534,3.395585738539898,10.752688172043012,-6.508205998868139
004510,2020,2,2097844,5302,0.5658242172764995,5.469634100339495,-4.526593738211996
004510,2020,3,2157579,6028,7.133377571333776,4.479097544790975,-5.640345056403451
004510,2020,4,2202939,6496,5.695812807881774,6.003694581280788,-7.08128078817734
004510,2021,1,2273101,5588,8.589835361488905,5.010737294201861,-4.1159627773801
004510,2021,2,2362540,6410,4.368174726989079,4.99219968798752,-5.46021840873635
004510,2021,3,2423036,5748,9.742519137091161,4.349338900487125,-4.17536534446764
004510,2021,4,2494581,5674,3.3486076841734227,5.992245329573493,-8.812125484666902
004510,2022,1,2551228,5946,3.8681466532122433,6.7272115708039015,-9.418096199125461
004510,2022,2,2613705,5089,6.288072312831598,3.9300451955197486,-4.126547455295736
004510,2022,3,2672033,4732,13.102282333051564,7.185122569737954,-4.860524091293322
024468,2018,1,1442503,2401,16.24323198667222,11.245314452311538,-11.245314452311538
024468,2018,2,1506230,1725,27.826086956521742,9.855072463768117,-12.173913043478262
024468,2018,3,1574904,2141,19.617001401214388,5.60485754320411,-7.006071929005138
024468,2018,4,1643447,1866,27.331189710610932,5.359056806002144,-3.7513397642015005
024468,2019,1,1704769,2593,13.883532587736212,14.654839953721558,-11.95526417277285
024468,2019,2,1828933,1928,23.858921161825727,8.817427385892117,-11.410788381742739
024468,2019,3,1836386,1669,7.189934092270821,10.185739964050331,-9.586578789694428
024468,2019,4,1903011,1952,21.51639344262295,4.098360655737705,-7.172131147540983
024468,2020,1,3284729,2555,13.698630136986301,4.6966731898238745,-8.21917808219178
024468,2020,2,2083426,3078,16.244314489928524,6.82261208576998,-9.746588693957115
024468,2020,3,2165379,2775,21.98198198198198,10.45045045045045,-8.288288288288287
024468,2020,4,2239722,2221,13.957676722197208,9.45520036019811,-9.45520036019811
024468,2021,1,2255485,2453,14.675907052588666,8.153281695882592,-9.37627395026498
024468,2021,2,2384573,2709,8.490217792543374,6.275378368401624,-10.705057216685123
024468,2021,3,2408046,2580,6.2015503875969,8.527131782945737,-10.852713178294575
024468,2021,4,2484105,2691,6.688963210702341,15.235971757710887,-14.492753623188404
024468,2022,1,2589327,1665,12.612612612612613,15.015015015015015,-6.006006006006006
024468,2022,2,2601509,1569,24.219247928616955,8.922880815806247,-10.197578075207138
024468,2022,3,2662363,1777,9.566685424873382,12.943162633652223,-10.692177827799663
138205,2018,1,1435435,5796,15.010351966873706,7.07384403036577,-5.693581780538302
138205,2018,2,1555706,5238,15.845742649866361,5.5364642993508975,-5.5364642993508975
138205,2018,3,1578694,6152,12.35370611183355,4.876462938881664,-4.551365409622886
138205,2018,4,1642391,5018,8.369868473495416,7.7720207253886,-5.380629732961339
138205,2019,1,1711503,5609,12.658227848101266,5.170262078801925,-5.526831877339989
138205,2019,2,1808637,5225,8.61244019138756,6.315789473684211,-7.08133971291866
138205,2019,3,1840670,5328,9.947447447447447,5.255255255255255,-4.316816816816816
138205,2019,4,1898038,5189,9.635767970707265,7.323183657737522,-5.588745423010214
138205,2020,1,2024262,5585,-2.1486123545210383,4.476275738585497,-5.0134288272157566
138205,2020,2,2097637,6006,2.8305028305028306,4.662004662004662,-4.162504162504162
138205,2020,3,2158453,4391,12.297882031427921,5.237986791163744,-6.604418127989068
138205,2020,4,2207045,4672,10.91609589041096,4.922945205479452,-3.852739726027397
138205,2021,1,2259890,5110,12.13307240704501,3.9138943248532287,-4.892367906066536
138205,2021,2,2366068,4792,10.851419031719532,6.469115191986645,-5.425709515859766
138205,2021,3,2426551,4213,12.105388084500357,4.747211013529552,-7.595537621647282
138205,2021,4,2532856,4908,16.503667481662593,6.723716381418093,-6.723716381418093
138205,2022,1,2556058,5469,17.91918083744743,6.582556226001097,-4.57121960138965
138205,2022,2,2628750,3745,8.811748998664886,4.539385847797062,-4.2723631508678235
138205,2022,3,2675064,3794,6.852925672113864,6.062203479177649,-4.480759093305219
006669,2018,1,1431060,1602,7.49063670411985,9.363295880149812,-6.242197253433208
006669,2018,2,1494959,1388,10.806916426512968,5.043227665706052,-5.763688760806916
006669,2018,3,1564908,1547,10.989010989010989,2.585649644473174,-3.8784744667097613
006669,2018,4,1666966,2228,13.464991023339318,5.834829443447037,-4.488330341113106
006669,2019,1,1695626,1972,3.0425963488843815,7.606490872210953,-5.070993914807302
006669,2019,2,1767192,1594,11.292346298619826,6.273525721455458,-5.646173149309913
006669,2019,3,1830823,1569,15.296367112810707,7.648183556405353,-5.736137667304015
006669,2019,4,1888448,1646,14.580801944106927,4.860267314702309,-2.4301336573511545
006669,2020,2,2029164,2250,0.4444444444444444,4.888888888888888,-11.11111111111111
006669,2020,4,2163943,1154,25.12998266897747,4.332755632582322,-5.199306759098787
006669,2021,1,2238998,1473,6.109979633401222,8.14663951120163,-5.431093007467753
006669,2021,2,2322841,1864,-1.0729613733905579,4.828326180257511,-8.583690987124463
006669,2021,3,2399746,1455,-2.7491408934707904,6.872852233676976,-2.7491408934707904
006669,2021,4,2462436,1365,1.465201465201465,7.326007326007326,-3.663003663003663
006669,2022,1,2527088,1235,1.6194331983805668,4.048582995951417,-7.28744939271255
006669,2022,2,2591359,1134,-1.763668430335097,7.054673721340388,-5.291005291005291
006669,2022,3,2695207,1110,2.7027027027027026,8.108108108108109,-1.8018018018018018
006669,2022,4,2710252,1503,4.657351962741185,8.649367930805058,-3.9920159680638725
028930,2018,1,1460850,6667,12.449377531123442,6.299685015749212,-8.999550022498875
028930,2018,2,1539411,7994,8.006004503377532,5.37903427570678,-12.134100575431573
028930,2018,3,1627720,8421,8.075050469065431,5.937537109606935,-11.87507421921387
028930,2018,4,1675536,7568,7.531712473572939,5.153276955602537,-9.778012684989429
028930,2019,1,1736588,6409,6.085192697768762,5.929162115774691,-12.950538305507878
028930,2019,2,1816839,6457,6.1948273191884775,4.181508440452222,-13.009137370295802
028930,2019,3,2993838,6903,6.808633927277995,7.0983630305664205,-11.009705924960162
028930,2019,4,1932617,5670,3.3509700176366843,7.760141093474426,-11.992945326278658
028930,2020,1,2017727,6830,-2.1961932650073206,9.370424597364568,-11.71303074670571
028930,2020,2,2160462,7524,3.189792663476874,6.113769271664008,-12.626262626262626
028930,2020,3,2132781,6349,2.205071664829107,7.87525594581824,-13.072924870058278
028930,2022,1,2552679,2736,10.23391812865497,3.654970760233918,-6.578947368421053
028930,2022,2,2612076,3309,8.159564823209429,3.022061045633122,-8.159564823209429
028930,2022,3,2673385,3182,11.313639220615965,4.399748585795097,-8.170961659333752
065772,2018,1,1486999,3393,16.504568228706162,9.136457412319482,-4.420866489832007
065772,2018,2,1510749,2916,22.63374485596708,6.858710562414267,-7.20164609053498
065772,2018,3,1602037,3384,14.479905437352246,10.342789598108746,-7.387706855791961
065772,2018,4,1662226,3302,18.170805572380377,6.359781950333132,-7.571168988491824
065772,2019,1,1738852,3612,17.718715393133998,7.475083056478406,-6.36766334440753
065772,2019,2,1809975,4012,16.699900299102694,6.4805583250249255,-4.7357926221336
065772,2019,3,1863790,3784,17.970401691331922,8.720930232558139,-5.549682875264271
065772,2019,4,1906825,4655,15.037593984962406,8.16326530612245,-7.733619763694952
065772,2020,1,2016684,3969,2.2675736961451247,11.08591584782061,-4.787100025195263
065772,2020,2,2079668,4393,5.918506715228773,10.015934441156386,-6.146141588891418
065772,2020,3,2132268,4013,18.93845003737852,6.22975330176925,-5.98056316969848
065772,2020,4,2193571,4807,20.59496567505721,11.441647597254006,-6.240898689411275
065772,2021,1,2274187,3991,29.81708844901027,8.769731896767727,-6.01353044349787
065772,2021,2,2355569,3374,26.081802015411974,9.18790752815649,-3.8529934795494962
065772,2021,3,2426465,3669,23.43962932679204,5.723630417007358,-6.81384573453257
065772,2021,4,2491329,3086,34.67271548930655,10.045366169799093,-6.156837329876864
065772,2022,1,2555953,2978,21.826729348556075,8.394895903290799,-5.0369375419744795
065772,2022,2,2609976,3755,30.093209054593878,3.7283621837549936,-4.793608521970706
065772,2022,3,2676303,3046,29.875246224556797,7.879185817465529,-6.894287590282338
008762,2018,3,1432843,7494,21.083533493461438,6.805444355484388,-5.204163330664532
008762,2018,4,1527259,7128,28.759820426487092,4.62962962962963,-7.154882154882155
008762,2022,1,2407413,1161,18.087855297157624,1.7226528854435832,-7.7519379844961245
008762,2022,2,3000431,2089,10.052656773575874,4.30828147438966,-7.659167065581618
008762,2022,4,2609249,1870,13.903743315508022,9.090909090909092,-5.882352941176471
025434,2018,1,1374618,4151,15.658877378944831,6.022645145748013,-4.81811611659841
025434,2018,2,1441384,2420,13.223140495867769,7.024793388429752,-4.958677685950414
025434,2018,3,1510808,2649,17.365043412608532,6.795016987542469,-3.7750094375235936
025434,2018,4,1590426,2078,18.286814244465834,5.774783445620789,-1.9249278152069298
025434,2019,1,1641029,2848,26.68539325842697,4.915730337078652,-2.106741573033708
025434,2019,2,1711484,2631,34.96769289243634,3.4207525655644244,-1.5203344735841886
025434,2019,3,1832859,3486,24.956970740103273,2.581755593803787,-3.442340791738382
025434,2019,4,1868877,3333,26.402640264026402,3.9003900390039004,-2.4002400240024
025434,2020,1,1897940,2524,23.771790808240887,9.112519809825674,-2.3771790808240887
025434,2020,2,2017527,4222,9.711037423022264,4.500236854571293,-5.684509711037423
025434,2020,3,2077858,5286,18.35035944003027,4.729474082482028,-3.9727582292849037
025434,2020,4,2154245,4258,21.136683889149836,2.1136683889149834,-6.106153123532175
025434,2021,1,2181807,4392,25.04553734061931,5.009107468123862,-4.098360655737705
025434,2021,2,2259898,5040,22.22222222222222,2.976190476190476,-4.166666666666666
025434,2021,3,2352182,3090,24.919093851132686,6.796116504854369,-1.2944983818770226
025434,2021,4,2417583,4749,18.109075594862077,8.001684565171615,-5.685407454200885
015855,2018,3,1402023,4226,10.648367250354946,2.602934216753431,-2.8395646000946524
015855,2018,4,2493469,1292,6.191950464396285,3.0959752321981426,-4.643962848297214
015855,2019,1,1563051,3078,5.523066926575698,2.923976608187134,-5.198180636777128
015855,2019,2,1590430,3401,10.879153190238165,2.646280505733608,-2.9403116730373418
015855,2019,3,1645723,4270,11.943793911007026,5.620608899297424,-5.3864168618266985
015855,2020,1,1831751,2800,9.285714285714286,6.785714285714286,-10.714285714285715
015855,2020,2,1874164,3432,4.662004662004662,11.363636363636363,-6.410256410256411
015855,2020,3,1904594,2282,13.146362839614373,4.820333041191937,-3.5056967572304996
015855,2020,4,1992641,3220,9.316770186335402,7.142857142857142,-7.142857142857142
015855,2021,1,2096793,3639,14.28964001099203,3.5724100027480077,-3.847210772190162
015855,2021,2,2176356,2486,12.872083668543846,5.631536604987932,-3.2180209171359615
015855,2021,3,2240549,3920,14.03061224489796,5.1020408163265305,-3.5714285714285716
015855,2022,1,2352196,3167,18.31386169876855,5.052099778970635,-5.052099778970635
015855,2022,2,2426709,1916,19.31106471816284,3.131524008350731,-2.0876826722338206
015855,2022,3,2484841,2823,21.253985122210413,7.0846617074034715,-4.95926319518243
015855,2022,4,2555969,2607,16.110471806674337,5.7537399309551205,-6.904487917146144
061483,2018,1,1451475,995,18.09045226130653,6.030150753768844,-10.050251256281406
061483,2018,3,1612317,2290,-1.3100436681222707,7.860262008733625,-8.733624454148472
061483,2018,4,1659326,2316,9.93091537132988,7.772020725388601,-9.93091537132988
